,tmdb_id,soup
448,4951,comedy romance drama highschool deception baseonplayormusical comeofage teenmovie valentine'sday oppositeattract duringcreditsstinger teenageromance heathledger juliastiles josephgordon-levitt larisaoleynik davidkrumholtz andrewkeegan giljunger giljunger giljunger
449,9552,horror drama exorcism holywater paranormalphenomenon possession vomit satan priest demon catholicchurch demonicpossession crisisoffaith supernaturalhorror ellenburstyn lindablair jasonmiller maxvonsydow leej.cobb kittywinn williamfriedkin williamfriedkin williamfriedkin
450,275,crime drama thriller unsociability police cheat winter kidnapping minnesota darkcomedy money murder policeofficer neo-noir williamh.macy francesmcdormand stevebuscemi peterstormare harvepresnell johncarrolllynch joelcoen joelcoen joelcoen
451,646380,comedy sciencefiction drama artificialintelligence(a.i.) thewhitehouse asteroid satire globalwarming comet endoftheworld socialcommentary meteorite disaster teacherstudentrelationship aftercreditsstinger duringcreditsstinger jenniferlawrence leonardodicaprio merylstreep robmorgan jonahhill cateblanchett adammckay adammckay adammckay
452,106,sciencefiction action adventure thriller guerrillawarfare alien survival stalk creature alieninvasion commando violence arnoldschwarzenegger carlweathers elpidiacarrillo jesseventura sonnylandham billduke johnmctiernan johnmctiernan johnmctiernan
453,10144,animation family fantasy princess sea daughter kingdom firework mermaid prince musical fishoutofwater singlefather baseonfairytale truelove fatherdaughterrelationship jodibenson samuele.wright patcarroll christopherdanielbarnes kennethmars buddyhackett ronclements ronclements ronclements
454,137,romance fantasy drama comedy dejavu pennsylvania usa winter timewarp holiday timeloop magicrealism existentialism groundhogday billmurray andiemacdowell chriselliott stephentobolowsky briandoyle-murray maritageraghty haroldramis haroldramis haroldramis
455,594,comedy drama newyorkcity friendship stewardess illegalimmigration languagebarrier immigrationlaw jazzsingerormusician passport easterneurope tomhanks catherinezeta-jones stanleytucci chimcbride diegoluna barryshabakahenley stevenspielberg stevenspielberg stevenspielberg
456,290250,comedy crime action daughter pornography detective 1970 investigation alcoholism privateinvestigator conspiracy whodunit alcoholic buddycop neo-noir fatherdaughterrelationship russellcrowe ryangosling angourierice mattbomer margaretqualley yayadacosta shaneblack shaneblack shaneblack
457,22538,action comedy romance canada videogame toronto canada baseoncomic animatescene baseongraphicnovel aftercreditsstinger michaelcera maryelizabethwinstead ellenwong kieranculkin alisonpill markwebber edgarwright edgarwright edgarwright
458,137106,animation family adventure comedy fantasy friendship parentchildrelationship prophecy superhero baseoncomic baseontoy fallinlove superpower goodcopbadcop duringcreditsstinger liveactionandanimation lego fathersonrelationship chrispratt elizabethbanks willferrell morganfreeman willarnett liamneeson phillord phillord phillord
459,1366,drama underdog philadelphia pennsylvania transporter loveofone'slife italianamerican sport fight independence publicity boxer training lover worldchampion victory box sylvesterstallone taliashire burtyoung carlweathers burgessmeredith thayerdavid johng.avildsen johng.avildsen johng.avildsen
460,340666,drama thriller baseonnovelorbook parentchildrelationship hostage flashback revenge cancer writer overbearingmother art ex-husbandex-wiferelationship carjack storywithinthestory amyadams jakegyllenhaal michaelshannon aarontaylor-johnson islafisher elliebamber tomford tomford tomford
461,268,fantasy action crime dualidentity doublelife crimefighter superhero villain baseoncomic mobster organizecrime criminal superpower madness goodversusevil michaelkeaton jacknicholson kimbasinger michaelgough jerryhall robertwuhl timburton timburton timburton
462,336843,sciencefiction action adventure thriller baseonnovelorbook fight maze post-apocalypticfuture imprisonment terminalillness madscientist trial sequel survival murder zombie doctor battle scientist killer desert labyrinth combat illness zombieapocalypse runner baseonyoungadultnovel dylano'brien kayascodelario thomasbrodie-sangster kihonglee rosasalazar giancarloesposito wesball wesball wesball
463,14836,animation family fantasy friendship dream baseonnovelorbook stuffanimal stopmotion parallelworld newhome aftercreditsstinger duringcreditsstinger talkcat paralleluniverse dakotafanning terihatcher jennifersaunders dawnfrench keithdavid ianmcshane henryselick henryselick henryselick
464,2503,action drama mystery thriller assassin government corruption paris france baseonnovelorbook madrid spain espionage dangerous prosecution fakeidentity europe interpol sequel flashback conspiracy shootout motorcycle footchase darkpast langleyvirginia moscow russia actionhero bourne jasonbourne mattdamon juliastiles davidstrathairn scottglenn paddyconsidine edgarramírez paulgreengrass paulgreengrass paulgreengrass
465,116745,adventure comedy drama fantasy himalayamountainrange photographer iceland photograph shark dreamer benstiller kristenwiig seanpenn shirleymaclaine adamscott kathrynhahn benstiller benstiller benstiller
466,487558,comedy crime drama history baseonnovelorbook kukluxklan 1970 blackpantherparty biography baseontruestory undercovercop racism baseonmemoirorautobiography revisionisthistory johndavidwashington adamdriver tophergrace lauraharrier alecbaldwin jasperpääkkönen spikelee spikelee spikelee
467,1372,drama thriller action journalist smuggling(contraband) lossofloveone africa rwandangenocide rebel journalism slavery fisherman mercenary oppression 1990 privatemilitarycompany leonardodicaprio djimonhounsou jenniferconnelly kagisokuypers arnoldvosloo antonycoleman edwardzwick edwardzwick edwardzwick
468,404368,family animation comedy adventure videogame cartoon sequel internet lethalvirus aftercreditsstinger duringcreditsstinger johnc.reilly sarahsilverman galgadot tarajip.henson billhader jackmcbrayer richmoore richmoore richmoore
469,44115,adventure drama thriller rescue escape utah despair mountain baseontruestory alone flashback survival trap adventurer jamesfranco ambertamblyn katemara clémencepoésy kateburton lizzycaplan dannyboyle dannyboyle dannyboyle
470,2502,action drama thriller sniper assassin berlin germany amnesia baseonnovelorbook espionage lie sequel ontherun shootout footchase darkpast moscow russia handtohandcombat actionhero bourne jasonbourne mattdamon frankapotente briancox juliastiles karlurban gabrielmann paulgreengrass paulgreengrass paulgreengrass
471,4638,crime action comedy police village arrest parody partner murder ruralarea conspiracy serialkiller gunfight buddycop accident simonpegg nickfrost jimbroadbent paddyconsidine rafespall kevineldon edgarwright edgarwright edgarwright
472,493922,horror mystery thriller daughter funeral lossofloveone ritual supernatural possession cult dysfunctionalfamily murder familydrama fear demon evil satanicritual dollhouse sataniccult séance matriarch tonicollette gabrielbyrne alexwolff millyshapiro anndowd mallorybechtel ariaster ariaster ariaster
473,312221,action drama underdog mexico sport mentor trainer cancer spinoff undergroundfighting box michaelb.jordan sylvesterstallone tessathompson phyliciarashād andreward tonybellew ryancoogler ryancoogler ryancoogler
474,1954,sciencefiction thriller prison childabuse amnesia blackout trauma diary timetravel flashback bully love memoryloss psychiatrist therapy childhood ashtonkutcher amysmart melorawalters eldenhenson williamleescott ericstoltz ericbress ericbress ericbress
475,300669,thriller horror kidnap thief blind holdcaptive blindman janelevy dylanminnette danielzovatto stephenlang emmabercovici franciskatörőcsik fedeálvarez fedeálvarez fedeálvarez
476,454983,romance comedy baseonnovelorbook crush losangeles california highschoolstudent baseonyoungadultnovel joeyking joelcourtney jacobelordi mollyringwald stephenjennings carsonwhite vincemarcello vincemarcello vincemarcello
477,408,fantasy animation family witch dyinganddeath princess becomeanadult dwarf poison sadness queen candlelightvigil baseonfairytale adrianacaselotti lucillelaverne harrystockwell royatwell pintocolvig otisharlan davidhand davidhand davidhand
478,59436,fantasy comedy romance paris france baseonnovelorbook detective screenwriter camping diary timetravel forbidlove painter midnight nostalgia past romance magicrealism owenwilson rachelmcadams kurtfuller mimikennedy michaelsheen ninaarianda woodyallen woodyallen woodyallen
479,11970,animation family fantasy adventure comedy romance musical ancientgreece aftercreditsstinger tatedonovan joshkeaton rogerbart dannydevito jameswoods susanegan ronclements ronclements ronclements
480,396535,horror thriller action adventure train survivalhorror southkorea southkorea gongyoo kimsu-an jungyu-mi madong-seok choiwoo-shik anso-hee yeonsang-ho yeonsang-ho yeonsang-ho
481,346698,comedy adventure fantasy satire baseontoy femaleprotagonist doll fantasyworld motherhood existentialism womandirector motherdaughterrelationship margotrobbie ryangosling americaferrera katemckinnon arianagreenblatt simuliu gretagerwig gretagerwig gretagerwig
482,44826,adventure drama family paris france baseonnovelorbook library clocktower key moviebusiness museum trainaccident steampunk orphan robot hide filmmake securityguard railwaystation toymaker baseonyoungadultnovel asabutterfield benkingsley chloëgracemoretz sachabaroncohen raywinstone emilymortimer martinscorsese martinscorsese martinscorsese
483,153,drama romance hotelroom adultery japan unsociability upperclass popstar agedifference photographer karaoke homesickness cultureclash midlifecrisis loneliness tokyo japan unlikelyfriendship aftercreditsstinger womandirector billmurray scarlettjohansson giovanniribisi annafaris akikotakeshita kazuyoshiminamimagoe sofiacoppola sofiacoppola sofiacoppola
484,621,romance comedy australia highschool flycar california jealousy streetgang cheerleader dancecompetition carnival musical baseonplayormusical rivalry highschoolgraduation tvshowinfilm gossip makeover clique oppositeattract summerromance 1950 musicmovie johntravolta olivianewton-john stockardchanning jeffconaway barrypearl michaeltucci randalkleiser randalkleiser randalkleiser
485,7326,comedy drama romance puberty firsttime becomeanadult sexuality pregnancy adoption comeofage teenagepregnancy elliotpage michaelcera jennifergarner jasonbateman j.k.simmons allisonjanney jasonreitman jasonreitman jasonreitman
486,65,drama music individual adolescence rapmusic hip-hop trailerpark streetgang rapper ghetto single detroit michigan 1990 eminem kimbasinger mekhiphifer brittanymurphy evanjones omarbensonmiller curtishanson curtishanson curtishanson
487,587,adventure fantasy drama witch fish loveofone'slife parentchildrelationship circus fishing leech storyteller mermaid cancer relationship magicrealism ewanmcgregor albertfinney billycrudup jessicalange helenabonhamcarter alisonlohman timburton timburton timburton
488,363676,drama history rescue newyorkcity airplane investigation pilot biography baseontruestory flight travel aviation baseonmemoirorautobiography tomhanks aaroneckhart lauralinney annagunn autumnreeser holtmccallany clinteastwood clinteastwood clinteastwood
489,8363,comedy highschool police alcohol chaos nerd comeofage school losangeles california drug buddy onenight jonahhill michaelcera christophermintz-plasse billhader sethrogen marthamacisaac gregmottola gregmottola gregmottola
490,385128,action adventure crime familyrelationship sequel duringcreditsstinger brotherbrotherrelationship vindiesel michellerodriguez tyresegibson ludacris johncena nathalieemmanuel justinlin justinlin justinlin
491,949,action crime drama robbery chase obsession detective heist thief honor murder betrayal gang losangeles california bankrobbery criminalmastermind ex-con onelastjob loner neo-noir crimeepic alpacino robertdeniro valkilmer jonvoight tomsizemore dianevenora michaelmann michaelmann michaelmann
492,376867,drama drugdealer highschool florida drugabuse parentchildrelationship fight drugaddiction ghetto restaurant comeofage malehomosexuality lgbt addict gaytheme boy'love(bl) trevanterhodes andréholland janellemonáe ashtonsanders jharreljerome alexhibbert barryjenkins barryjenkins barryjenkins
493,96721,drama action carrace sport worldchampion baseontruestory adventurer chrishemsworth danielbrühl oliviawilde alexandramarialara pierfrancescofavino davidcalder ronhoward ronhoward ronhoward
494,14574,drama war history baseonnovelorbook nazi nationalism concentrationcamp worldwarii concentrationcampprisoner childinwartime asabutterfield jackscanlon verafarmiga davidthewlis rupertfriend davidhayman markherman markherman markherman
495,561,fantasy action horror angel christianity confession superhero supernatural exorcism holywater redemption baseoncomic demon occult aftercreditsstinger mysticism supernaturalpower goodversusevil keanureeves rachelweisz shialabeouf djimonhounsou maxbaker pruitttaylorvince francislawrence francislawrence francislawrence
496,9693,drama action thriller sciencefiction future government policestate baseonnovelorbook hippie england faith chaos refugeecamp rebel dystopia miracle survival alcoholic bombing die cliveowen clare-hopeashitey pamferris chiwetelejiofor juliannemoore michaelcaine alfonsocuarón alfonsocuarón alfonsocuarón
497,773,comedy drama california husbandwiferelationship siblerelationship family'sdailylife highway roadtrip familyrelationship familyholiday roadmovie womandirector gregkinnear tonicollette stevecarell pauldano abigailbreslin alanarkin jonathandayton jonathandayton jonathandayton
498,328387,mystery adventure crime newyorkcity technology internet hack game takearisk baseonyoungadultnovel emmaroberts davefranco emilymeade milesheizer juliettelewis kimikoglenn henryjoost henryjoost henryjoost
499,65754,thriller crime mystery journalist island rape hacker baseonnovelorbook nazi journalism investigation punkrock sweden remake antisocialpersonalitydisorder disappearance serialkiller hack sadist biblequote millennium baseonmovie abuse lockedroommystery danielcraig rooneymara christopherplummer stellanskarsgård robinwright yorickvanwageningen davidfincher davidfincher davidfincher
500,492188,drama infidelity newyorkcity husbandwiferelationship parentchildrelationship theatregroup lawyer losangeles california divorce adamdriver scarlettjohansson lauradern alanalda rayliotta juliehagerty noahbaumbach noahbaumbach noahbaumbach
501,49444,animation family comedy mission martialart kungfu hope panda friend womandirector jackblack angelinajolie dustinhoffman garyoldman jackiechan lucyliu jenniferyuhnelson jenniferyuhnelson jenniferyuhnelson
502,142,drama romance secretlove wyoming usa countryside homophobia marriagecrisis intolerance summer cowboy lgbt starcrosslover 1960 closethomosexual gaytheme boy'love(bl) heathledger jakegyllenhaal michellewilliams annehathaway randyquaid lindacardellini anglee anglee anglee
503,109424,action drama thriller ship fisherman somalia poverty pirate terrorism commando cargoship tomhanks barkhadabdi barkhadabdirahman faysalahmed mahatm.ali michaelchernus paulgreengrass paulgreengrass paulgreengrass
504,296098,thriller drama cia spy coldwar sovietunion pilot lawyer american courtroom russianspy legaldrama tomhanks markrylance amyryan alanalda sebastiankoch austinstowell stevenspielberg stevenspielberg stevenspielberg
505,11321,drama blind pianist willsmith rosariodawson woodyharrelson michaelealy barrypepper elpidiacarrillo gabrielemuccino gabrielemuccino gabrielemuccino
506,530385,horror drama mystery paranoia sweden cult magicmushroom humansacrifice boyfriendgirlfriendrelationship toxicrelationship violence florencepugh jackreynor williamjacksonharper willpoulter vilhelmblomgren isabellegrill ariaster ariaster ariaster
507,615457,action thriller assassin doublelife midlifecrisis bratva(russianmafia) secretorganization thief homeinvasion family duringcreditsstinger bobodenkirk alekseyserebryakov connienielsen christopherlloyd michaelironside colinsalmon ilyanaishuller ilyanaishuller ilyanaishuller
508,4232,crime horror mystery highschool smalltown riddle kill halloween houseparty serialkiller school slasher whodunit killspree youngadult teenager davidarquette nevecampbell courteneycox matthewlillard rosemcgowan skeetulrich wescraven wescraven wescraven
509,616,drama action war japan samurai swordplay general senseofguilt warveteran sword warcrime lossofloveone self-discovery armdeal homeland katana emperor languagebarrier insurgence mercenary leader slaughter soldier perioddrama alcoholic u.s.soldier warrior 19thcentury tomcruise kenwatanabe timothyspall tonygoldwyn hiroyukisanada koyuki edwardzwick edwardzwick edwardzwick
510,527774,animation family fantasy action adventure sword warriorwoman femaleprotagonist dragon vietnamese warrior kellymarietran awkwafina gemmachan alantudyk izaacwang benedictwong donhall donhall donhall
511,81188,family animation fantasy action adventure newyorkcity friendship amnesia santaclaus cartoon duringcreditsstinger christmas chrispine alecbaldwin willarnett judelaw islafisher hughjackman peterramsey peterramsey peterramsey
512,37135,family adventure animation drama baby africa gorilla adoption feralchild nest anthropomorphism jungle camp orphan tonygoldwyn minniedriver glennclose alexd.linz rosieo'donnell brianblessed kevinlima kevinlima kevinlima
513,398978,crime drama history chicago illinois philadelphia pennsylvania baseonnovelorbook hitman pennsylvania usa gangster 1970 irish-american malefriendship age familyrelationship murder organizecrime mafia religion sicilianmafia nonlineartimeline 1950 1960 voiceover fatherdaughterrelationship maleprotagonist robertdeniro alpacino joepesci stephengraham rayromano harveykeitel martinscorsese martinscorsese martinscorsese
514,11224,family fantasy animation romance princess baseonnovelorbook lossofloveone mouse fairy prince musical midnight love orphan family stepsister ilenewoods eleanoraudley vernafelton clairedubrey rhodawilliams jamesmacdonald hamiltonluske hamiltonluske hamiltonluske
515,2668,drama fantasy thriller mystery horror smalltown steampunk 19thcentury johnnydepp christinaricci mirandarichardson michaelgambon caspervandien jeffreyjones timburton timburton timburton
516,18240,comedy romance drama deportation immigrationlaw romanticcomedy alaska co-workerrelationship humiliation valentine'sday duringcreditsstinger womandirector pretendrelationship sandrabullock ryanreynolds malinåkerman craigt.nelson marysteenburgen bettywhite annefletcher annefletcher annefletcher
517,257211,comedy newyorkcity friendship sanfrancisco california office masseuse internet fishoutofwater brooklyn newyorkcity driver socialmedium gentleman womandirector citylife robertdeniro annehathaway renerusso andersholm jojokushner andrewrannells nancymeyers nancymeyers nancymeyers
518,508,comedy romance drama london england usapresident schoolperformance loveatfirstsight holiday waronterror france office christmasparty languagebarrier pressconference barandrestaurant valentine'sday multiplestoryline christmas alanrickman billnighy colinfirth emmathompson hughgrant lauralinney richardcurtis richardcurtis richardcurtis
519,114150,comedy music romance roommate college femalefriendship misfit haze university audition groupoffriend singingcompetition youngadult musicmovie annakendrick brittanysnow annacamp rebelwilson skylarastin esterdean jasonmoore jasonmoore jasonmoore
520,4011,fantasy comedy skeleton afterlife supernatural halloween minister possession giantsnake surrealism childbride teenagegirl gothic madness ghost alecbaldwin geenadavis jeffreyjones catherineo'hara winonaryder michaelkeaton timburton timburton timburton
521,11688,adventure animation comedy family fantasy centralandsouthamerica kingdom birthday peru emperor palace breakthefourthwall 15thcentury davidspade johngoodman earthakitt patrickwarburton wendiemalick kellyannkelso markdindal markdindal markdindal
522,170,horror thriller sciencefiction daughter taxi london england submachinegun gasstation laboratory hospital zombie brutality church rage epidemic military virus cillianmurphy naomieharris brendangleeson meganburns christophereccleston noahhuntley dannyboyle dannyboyle dannyboyle
523,3131,drama history crime rescue immigrant ship fire army pickpocket pig irish-american gangwar gangofthief gang 19thcentury leonardodicaprio danielday-lewis camerondiaz jimbroadbent johnc.reilly henrythomas martinscorsese martinscorsese martinscorsese
524,293863,romance fantasy drama immortality sanfrancisco california love blakelively michielhuisman harrisonford ellenburstyn kathybaker amandacrew leetolandkrieger leetolandkrieger leetolandkrieger
525,322,thriller crime drama mystery childabuse sexualabuse worker'quarter baseonnovelorbook lossofloveone suppresspast boston massachusett repayment arbitrarylaw loyalty massachusett whodunit guilt childhoodsexualabuse vengeance massachusett usa seanpenn timrobbins kevinbacon laurencefishburne marciagayharden lauralinney clinteastwood clinteastwood clinteastwood
526,2649,drama thriller mystery suicide siblerelationship sanfrancisco california birthday gun key manipulation restaurant birthdayparty game millionaire michaeldouglas seanpenn deborahkaraunger jamesrebhorn peterdonat carrollbaker davidfincher davidfincher davidfincher
527,334533,adventure drama suicide socialism roadtrip familyrelationship oregon usa food liveoffthegrid viggomortensen samanthaisler annalisebasso stevezahn georgemackay nicholashamilton mattross mattross mattross
528,1933,horror mystery thriller nightmare suicideattempt christianity shotgun servant cemetery worldwarii nanny haunthouse bible mansion soldier 1940 spiritism nicolekidman christophereccleston alakinamann jamesbentley fionnulaflanagan ericsykes alejandroamenábar alejandroamenábar alejandroamenábar
529,766507,thriller action sciencefiction nativeamerican alienlife-form alien prequel decapitation bear dog bearattack humanvsalien ambermidthunder dakotabeavers michellethrush stormeekipp julianblackantelope danediliegro dantrachtenberg dantrachtenberg dantrachtenberg
530,206487,sciencefiction thriller mission orphanage pregnancy bomber secretorganization timetravel timemachine terrorism loner timeparadox ethanhawke sarahsnook noahtaylor christopherkirby madeleinewest jimknobeloch michaelspierig michaelspierig michaelspierig
531,203801,comedy action adventure cia spy coldwar kgb remake buddycop russianspy henrycavill armiehammer aliciavikander elizabethdebicki lucacalvani sylvestergroth guyritchie guyritchie guyritchie
532,200727,romance drama comedy friendship baseonnovelorbook love goodfriend valentine'sday teenagepregnancy friendinlove missopportunity lilycollins samclaflin christiancooke tamsinegerton sukiwaterhouse jaimewinstone christianditter christianditter christianditter
533,80278,adventure drama thriller naturaldisaster historicalfiction struggleforsurvival survivalhorror disastermovie naomiwatts ewanmcgregor tomholland samueljoslin oakleependergast martaetura j.a.bayona j.a.bayona j.a.bayona
534,22881,drama sport americanfootball adoption education baseontruestory tennessee duringcreditsstinger sandrabullock timmcgraw quintonaaron jaehead lilycollins raymckinnon johnleehancock johnleehancock johnleehancock
535,380,drama mentallydisabled individual lossofloveone autism roadtrip cincinnati travel lasvegas psychiatrist disability duringcreditsstinger asperger'ssyndrome savant dustinhoffman tomcruise valeriagolino geraldr.molen jackmurdock michaeld.roberts barrylevinson barrylevinson barrylevinson
536,166428,animation family adventure baseonnovelorbook fly vike sequel overpopulation dragon baseonchild'sbook jaybaruchel americaferrera f.murrayabraham cateblanchett gerardbutler craigferguson deandeblois deandeblois deandeblois
537,927,fantasy horror comedy smalltown monster holiday departmentstore pet humananimalrelationship barandrestaurant sunlight chainsee midnight puppet christmas pet zachgalligan phoebecates hoytaxton francesleemccain coreyfeldman keyeluke joedante joedante joedante
538,184,crime drama thriller airport baseonnovelorbook police armdeal stewardess heist money losangeles california drug ex-con neo-noir pamgrier samuell.jackson robertdeniro bridgetfonda michaelkeaton robertforster quentintarantino quentintarantino quentintarantino
539,12230,adventure animation comedy family london england puppy dog femalevillain pet rodtaylor j.pato'malley bettylougerson marthawentworth benwright catebauer hamiltonluske hamiltonluske hamiltonluske
540,782,thriller sciencefiction mystery romance cheat suicideattempt hostility dystopia dna newidentity investigation spaceman fakeidentity spacemission exercise ethanhawke umathurman judelaw alanarkin lorendean gorevidal andrewniccol andrewniccol andrewniccol
541,9325,family animation adventure baseonnovelorbook narration humananimalrelationship musical feralchild anthropomorphism jungle orphan india animallead brucereitherman philharris sebastiancabot georgesanders sterlingholloway louisprima wolfgangreitherman wolfgangreitherman wolfgangreitherman
542,520763,sciencefiction thriller horror island post-apocalypticfuture radiotransmission alienlife-form childinperil sequel alien psychologicalthriller creature alieninvasion parenting survivalhorror alienmonster humanvsalien signlanguage hearimpaired emilyblunt johnkrasinski millicentsimmonds noahjupe cillianmurphy djimonhounsou johnkrasinski johnkrasinski johnkrasinski
543,331482,drama romance newyorkcity siblerelationship baseonnovelorbook massachusett comeofage remake perioddrama americancivilwar christmas 19thcentury sistersisterrelationship sister saoirseronan florencepugh emmawatson elizascanlen lauradern timothéechalamet gretagerwig gretagerwig gretagerwig
544,505642,action adventure sciencefiction hero lossofloveone superhero royalfamily baseoncomic sequel royalty underwater politicalintrigue  deathofbrother duringcreditsstinger marvelcinematicuniverse(mcu) letitiawright lupitanyong'o danaigurira winstonduke dominiquethorne tenochhuertamejía ryancoogler ryancoogler ryancoogler
545,644,drama sciencefiction adventure android prostitute artificialintelligence(a.i.) prophecy lossofloveone extraterrestrialtechnology fairytale dystopia adoption prosecution hologram alien robot destiny capture doppelgänger haleyjoelosment judelaw franceso'connor samrobards jakethomas williamhurt stevenspielberg stevenspielberg stevenspielberg
546,1368,action adventure thriller war prison dyinganddeath vietnamwar vietnamveteran hero vietnam policebrutality sheriff escape police gun submachinegun falselyaccuse destroy self-defense firearm prosecution attempttoescape policeoperation matteroflifeanddeath tramp ruralarea sylvesterstallone richardcrenna briandennehy billmckinney jackstarrett michaeltalbott tedkotcheff tedkotcheff tedkotcheff
547,508439,family animation adventure comedy fantasy magic fantasyworld teenageprotagonist brotherbrotherrelationship tomholland chrispratt julialouis-dreyfus octaviaspencer melrodriguez kylebornheimer danscanlon danscanlon danscanlon
548,420809,family fantasy adventure action magic fairytale fairy villain sequel liveactionremake angelinajolie ellefanning harrisdickinson michellepfeiffer samriley chiwetelejiofor joachimrønning joachimrønning joachimrønning
549,1018,thriller drama mystery amnesia lossofsenseofreality schizophrenia nightmare hitman suppresspast identity key detective jobinterview trauma hallucination surrealism cast hollywood losangeles california caraccident audition doppelgänger criterion neo-noir naomiwatts lauraharring justintheroux annmiller markpellegrino robertforster davidlynch davidlynch davidlynch
550,88,drama music romance hotel daughter dance secretlove robbery siblerelationship summercamp musical comeofage teenagecrush teenagegirl doctor classdifference familyholiday summerromance jennifergrey patrickswayze jerryorbach cynthiarhodes jackweston janebrucker emileardolino emileardolino emileardolino
551,11544,animation family siblerelationship mutation extraterrestrialtechnology adoption alienlife-form dog deadparent daveighchase chrissanders tiacarrere davidogdenstiers kevinmcdonald vingrhames chrissanders chrissanders chrissanders
552,242,crime drama thriller daughter newyorkcity helicopter assassination italianamerican italy gangster christianity vatican pope confession symbolism revenge organizecrime mafia lawyer catholicchurch alpacino dianekeaton taliashire andygarcía eliwallach joemantegna francisfordcoppola francisfordcoppola francisfordcoppola
553,406990,sciencefiction thriller drama mystery action dystopia investigation fakeidentity overpopulation betrayal conspiracy execution alternatereality noomirapace glennclose willemdafoe marwankenzari christianrubeck pålsverrehagen tommywirkola tommywirkola tommywirkola
554,788,comedy drama family mask parentchildrelationship sanfrancisco california socialworker transvestite nanny restaurant fakeidentity custodybattle robinwilliams sallyfield piercebrosnan lisajakub matthewlawrence marawilson chriscolumbus chriscolumbus chriscolumbus
555,302946,crime thriller drama sniper assassin autism money gunfight criminal loner accountant brotherbrotherrelationship benaffleck annakendrick j.k.simmons jonbernthal jeffreytambor cynthiaaddai-robinson gavino'connor gavino'connor gavino'connor
556,1637,action adventure crime airport bomb bus busride highway terroristattack keanureeves dennishopper sandrabullock jeffdaniels joemorton alanruck jandebont jandebont jandebont
557,345,drama thriller mystery newyorkcity prostitute baseonnovelorbook sexualobsession sacrifice christmasparty eroticism orgy secretsociety cult marijuana conspiracy mansion lust drug disguise illegalprostitution sexualdesire voyeurism tomcruise nicolekidman sydneypollack marierichardson radešerbedžija toddfield stanleykubrick stanleykubrick stanleykubrick
558,1572,action thriller newyorkcity taxi gold helicopter robbery police bomb riddle detective fbi fistfight deception sequel flashback revenge shootout explosion cargoship actionhero brucewillis samuell.jackson jeremyirons larrybryggman grahamgreene anthonypeck johnmctiernan johnmctiernan johnmctiernan
559,370172,action adventure thriller baseonnovelorbook forgiveness poison spy mi6 family britishsecretservice parent danielcraig léaseydoux ramimalek lashanalynch ralphfiennes benwhishaw caryjojifukunaga caryjojifukunaga caryjojifukunaga
560,254320,comedy drama romance hotel suicideattempt boat dystopia wood swimming manhunt colinfarrell rachelweisz oliviacolman léaseydoux michaelsmiley arianelabed yorgoslanthimos yorgoslanthimos yorgoslanthimos
561,509,romance comedy friendship newlove london england bookshop england birthday moviebusiness roommate pressconference wheelchair interview fame fallinlove celebration groupoffriend moviestar dinnerparty juliaroberts hughgrant ginamckee timmcinnerny rhysifans emmachambers rogermichell rogermichell rogermichell
562,447365,sciencefiction adventure action hero superhero madscientist baseoncomic sequel superheroteam spaceopera aftercreditsstinger duringcreditsstinger marvelcinematicuniverse(mcu) cosmic chrispratt zoesaldaña davebautista karengillan pomklementieff vindiesel jamesgunn jamesgunn jamesgunn
563,545609,action thriller crimeboss mumbai(bombay) india rescuemission baseoncomic baseongraphicnovel chrishemsworth rudhrakshjaiswal randeephooda golshiftehfarahani pankajtripathi davidharbour samhargrave samhargrave samhargrave
564,497582,adventure mystery crime baseonnovelorbook detective childprodigy femaleprotagonist perioddrama motherdaughterrelationship brothersisterrelationship sherlockholme milliebobbybrown henrycavill samclaflin helenabonhamcarter louispartridge adeelakhtar harrybradbeer harrybradbeer harrybradbeer
565,545611,action adventure sciencefiction mother martialart kungfu philosophy eastasianlead family motherdaughterrelationship asianamerican michelleyeoh stephaniehsu kehuyquan jameshong jamieleecurtis talliemedel danielscheinert danielscheinert danielscheinert
566,31011,sciencefiction drama romance time multiplestoryline jaredleto sarahpolley dianekruger linh-danpham rhysifans natashalittle jacovandormael jacovandormael jacovandormael
567,13885,drama horror asylum confession villain bloodsplatter musical beggar baseonplayormusical childinperil lust cannibal incest infatuation socialinjustice barbershop uxoricide horrormusical johnnydepp helenabonhamcarter alanrickman timothyspall sachabaroncohen jamiecampbellbower timburton timburton timburton
568,1813,drama mystery thriller horror childabuse southernusa marriagecrisis obsession bible seduction hallucination ambition pactwiththedevil satan lust courtroom manhattan newyorkcity sevendeadlysin ethic legalthriller keanureeves alpacino charlizetheron jeffreyjones judithivey connienielsen taylorhackford taylorhackford taylorhackford
569,12092,animation family fantasy adventure dream heart queen cartooncat baseonyoungadultnovel kathrynbeaumont edwynn richardhaydn sterlingholloway jerrycolonna vernafelton hamiltonluske hamiltonluske hamiltonluske
570,306819,drama paris france baseonnovelorbook denmark copenhagen denmark artist painter historicalfiction art surgery lgbt 1920s eddieredmayne aliciavikander matthiasschoenaerts benwhishaw sebastiankoch piptorrens tomhooper tomhooper tomhooper
571,423108,horror mystery thriller supernatural exorcism connecticut sequel paranormalinvestigation 1980s religioushorror theconjureuniverse patrickwilson verafarmiga ruairío'connor sarahcatherinehook julianhilliard johnnoble michaelchaves michaelchaves michaelchaves
